id,tipo,path,metodo,contesto,ruolo,livello,stato,evidenza,note
8e002a8b,endpoint,/api/v1/pdfs/{pdfId:guid}/pages/{pageNumber:int}/text,GET,DocumentProcessing,user,L1,⬜ non coperto,,
d84e1941,endpoint,/api/v1/pdfs/{pdfId:guid}/processing,DELETE,DocumentProcessing,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
56e07231,endpoint,/api/v1/pdfs/{pdfId:guid}/progress,GET,DocumentProcessing,user,L2,⚠️ finding da aprire,admin 403 · utente 403 — endpoint destinato all'utente ma risponde 403,
2001e52c,endpoint,/api/v1/pdfs/{pdfId:guid}/progress/stream,GET,DocumentProcessing,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
bf2215c6,endpoint,/api/v1/pdfs/{pdfId:guid}/status/stream,GET,DocumentProcessing,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
14e11eb2,endpoint,/api/v1/pdfs/{pdfId:guid}/text,GET,DocumentProcessing,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
17fcc7d0,endpoint,/api/v1/pdfs/{pdfId:guid}/visibility,PATCH,DocumentProcessing,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
8e54cbc8,endpoint,/api/v1/photo-batches,POST,DocumentProcessing,user,L1,⚠️ finding da aprire,errore server: 500,
e058b2ce,endpoint,/api/v1/photo-batches/{batchId:guid},GET,DocumentProcessing,user,L1,⬜ non coperto,,
b5c24959,endpoint,/api/v1/photo-batches/{batchId:guid}/paragraphs/{pageNumber:int},GET,DocumentProcessing,user,L1,⬜ non coperto,,
8d8da698,endpoint,/api/v1/photo-batches/{batchId:guid}/paragraphs/by-paragraph/{paragraphNumber:int},GET,DocumentProcessing,user,L1,⬜ non coperto,,
8e809daa,endpoint,/api/v1/resources/cache/clear,POST,DocumentProcessing,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
ba0e15af,endpoint,/api/v1/resources/cache/metrics,GET,DocumentProcessing,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
62941df6,endpoint,/api/v1/resources/database/metrics,GET,DocumentProcessing,admin,L2,✅ verificato,admin 200 · utente 403,
ef2c867d,endpoint,/api/v1/resources/database/tables/top,GET,DocumentProcessing,admin,L2,⚠️ finding da aprire,admin 500 · utente 403 — admin riceve 500,
be00652f,endpoint,/api/v1/resources/database/vacuum,POST,DocumentProcessing,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
0881153c,endpoint,/api/v1/resources/system,GET,DocumentProcessing,admin,L2,✅ verificato,admin 200 · utente 403,
d7c4c618,endpoint,/api/v1/resources/vectors/metrics,GET,DocumentProcessing,admin,L2,✅ verificato,admin 200 · utente 403,
90a47569,endpoint,/api/v1/resources/vectors/rebuild,POST,DocumentProcessing,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  rebuild ,
9b2435b2,route,/library/[gameId]/kb,GET,DocumentProcessing,admin,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/private-games/1353c2bb-cee9-4175-a990-24569e7f791e · Failed to load resource,param: gameId
a9b5ff8a,route,/library/[gameId]/kb,GET,DocumentProcessing,user,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/library/games/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://localhost:30,param: gameId
c43eb17d,route,/pipeline-builder,GET,DocumentProcessing,admin,L1,✅ verificato,HTTP 200,
e6461692,route,/pipeline-builder,GET,DocumentProcessing,user,L1,✅ verificato,HTTP 200,
2dc6f1a2,route,/upload,GET,DocumentProcessing,admin,L1,✅ verificato,HTTP 200,
81ca8e4f,route,/upload,GET,DocumentProcessing,user,L1,✅ verificato,HTTP 200,
d93aee0d,endpoint,/api/v1/admin/entity-links,GET,EntityRelationships,admin,L2,⚠️ finding da aprire,admin 400 · utente 400 — endpoint admin non respinge l'utente: 400,
41cfb09d,endpoint,/api/v1/admin/entity-links,POST,EntityRelationships,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
2b769a2b,endpoint,/api/v1/admin/entity-links/{linkId:guid},DELETE,EntityRelationships,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
69cffaa9,endpoint,/api/v1/admin/entity-links/import-bgg/{sharedGameId:guid},POST,EntityRelationships,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  import ,
73b043d0,endpoint,/api/v1/admin/games/{gameId:guid}/agent/auto-test,POST,GameManagement,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
d870ff80,endpoint,/api/v1/admin/games/{gameId:guid}/translations/,GET,GameManagement,admin,L2,✅ verificato,admin 200 · utente 403,
7b0c4b2a,endpoint,/api/v1/admin/games/{gameId:guid}/translations/,POST,GameManagement,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
17faf794,endpoint,/api/v1/admin/games/{gameId:guid}/translations/{locale},DELETE,GameManagement,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
c9d0e229,endpoint,/api/v1/admin/games/{gameId:guid}/translations/{locale},GET,GameManagement,admin,L1,⬜ non coperto,,
eff0c4cd,endpoint,/api/v1/admin/games/{gameId:guid}/translations/{locale},PUT,GameManagement,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
bf46cc9b,endpoint,/api/v1/admin/games/bulk-import/,POST,GameManagement,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,
b5faad9b,endpoint,/api/v1/admin/games/bulk-import/progress,GET,GameManagement,admin,L2,✅ verificato,admin 200 · utente 403,
86d6620e,endpoint,/api/v1/admin/games/wizard/{gameId:guid}/launch-processing,POST,GameManagement,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
66983ecb,endpoint,/api/v1/admin/games/wizard/{gameId:guid}/progress/stream,GET,GameManagement,admin,L2,✅ verificato,admin 200 · utente 403,
f02dbe16,endpoint,/api/v1/admin/games/wizard/confirm-import,POST,GameManagement,admin,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  import ,
13f649de,endpoint,/api/v1/admin/games/wizard/create,POST,GameManagement,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
e456417c,endpoint,/api/v1/admin/games/wizard/enrich-from-bgg,POST,GameManagement,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
de32d365,endpoint,/api/v1/admin/games/wizard/extract-metadata,POST,GameManagement,admin,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
f70e9ca6,endpoint,/api/v1/admin/games/wizard/upload-pdf,POST,GameManagement,admin,L1,⚠️ finding da aprire,errore server: 500,
17ccec3d,endpoint,/api/v1/gamebook/books,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 400 · utente 400 — endpoint destinato all'utente ma risponde 400,
02d9e1fe,endpoint,/api/v1/gamebook/books,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
cbb492e5,endpoint,/api/v1/gamebook/books/{bookId:guid},DELETE,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
08c41742,endpoint,/api/v1/gamebook/books/{bookId:guid},PUT,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
4d03e12b,endpoint,/api/v1/gamebook/campaigns,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
dcabc8f4,endpoint,/api/v1/gamebook/campaigns,POST,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
dd1e488f,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/glossary,GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
8320cdb6,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/glossary/{entryId:guid},DELETE,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
40652d38,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/glossary/{entryId:guid},PUT,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
9b546047,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/glossary/bootstrap,POST,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
fcfa3fd7,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/history,GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
db7dae20,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/photos,POST,GameManagement,user,L1,✅ verificato,415,
176eedbb,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/photos/{photoId:guid}/encounter-parse,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
d1073613,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/photos/{photoId:guid}/segment,POST,GameManagement,user,L1,⚠️ finding da aprire,errore server: 500,
c656ef19,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/photos/translate,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 400 · utente 400 — endpoint destinato all'utente ma risponde 400,
7b3c02c9,endpoint,/api/v1/gamebook/campaigns/{campaignId:guid}/text/translate,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
08aea842,endpoint,/api/v1/gamebook/campaigns/{id:guid},DELETE,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
30a25d6b,endpoint,/api/v1/gamebook/campaigns/{id:guid},GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
1f92bebd,endpoint,/api/v1/gamebook/campaigns/{id:guid},PATCH,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
331bf2dc,endpoint,/api/v1/gamebook/campaigns/{id:guid}/close,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
65ac19d1,endpoint,/api/v1/gamebook/campaigns/{id:guid}/progress,GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
7706199c,endpoint,/api/v1/gamebook/campaigns/{id:guid}/progress,PUT,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
9cdcf5f1,endpoint,/api/v1/gamebook/campaigns/{id:guid}/spine,GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
70fa19f2,endpoint,/api/v1/gamebooks,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
d13f15f3,endpoint,/api/v1/games,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
ce360f6d,endpoint,/api/v1/games/{gameId:guid}/kb-readiness,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
ab7fae8d,endpoint,/api/v1/games/{gameId:guid}/kb/raptor/rebuild,POST,GameManagement,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  rebuild ,
0652de8d,endpoint,/api/v1/games/{gameId:guid}/kb/reindex,POST,GameManagement,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  reindex ,
9fb7ae81,endpoint,/api/v1/games/{gameId:guid}/kb/reindex/{jobId:guid}/status,GET,GameManagement,user,L1,⬜ non coperto,,
dacffaa2,endpoint,/api/v1/games/{gameId:guid}/knowledge-base,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
4475586e,endpoint,/api/v1/games/{gameId:guid}/knowledge-base/feedback,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
f50eeab2,endpoint,/api/v1/games/{gameId:guid}/knowledge-base/link,POST,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
9e42e290,endpoint,/api/v1/games/{gameId:guid}/pdfs,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
42671a6c,endpoint,/api/v1/games/{gameId:guid}/rulebook,POST,GameManagement,user,L1,⚠️ finding da aprire,errore server: 500,
195f42e4,endpoint,/api/v1/games/{gameId:guid}/rulespec,GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
21be7b99,endpoint,/api/v1/games/{gameId:guid}/rulespec,PUT,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,auth non dedotta: leggere il codice
0f28f02f,endpoint,/api/v1/games/{gameId:guid}/rulespec/diff,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 400 · utente 403 — endpoint destinato all'utente ma risponde 403,auth non dedotta: leggere il codice
918f914a,endpoint,/api/v1/games/{gameId:guid}/rulespec/history,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 200 · utente 403 — endpoint destinato all'utente ma risponde 403,auth non dedotta: leggere il codice
b44df06f,endpoint,/api/v1/games/{gameId:guid}/rulespec/lock,DELETE,GameManagement,user,L1,✅ verificato,204,auth non dedotta: leggere il codice
9a6d6bd9,endpoint,/api/v1/games/{gameId:guid}/rulespec/lock,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 200 · utente 403 — endpoint destinato all'utente ma risponde 403,auth non dedotta: leggere il codice
e3548f38,endpoint,/api/v1/games/{gameId:guid}/rulespec/lock,POST,GameManagement,user,L1,✅ verificato,200,auth non dedotta: leggere il codice
df84fefc,endpoint,/api/v1/games/{gameId:guid}/rulespec/lock/refresh,POST,GameManagement,user,L1,✅ verificato,200,auth non dedotta: leggere il codice
d84a6630,endpoint,/api/v1/games/{gameId:guid}/rulespec/versions/{version},GET,GameManagement,user,L1,⬜ non coperto,,auth non dedotta: leggere il codice
cb4f6588,endpoint,/api/v1/games/{gameId:guid}/session-contributors,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
c3c4f3aa,endpoint,/api/v1/games/{gameId}/dispute-history,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
c6744ae8,endpoint,/api/v1/games/{gameId}/phase-templates,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
2f4f847f,endpoint,/api/v1/games/{gameId}/phase-templates,PUT,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
771c4039,endpoint,/api/v1/games/{gameId}/phase-templates/suggest,POST,GameManagement,user,L1,✅ verificato,200,
995767a7,endpoint,/api/v1/games/{gameId}/rule-conflict-faqs,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
058ad1ad,endpoint,/api/v1/games/{gameId}/rule-conflict-faqs,POST,GameManagement,admin,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
669d92c5,endpoint,/api/v1/games/{gameId}/rule-conflict-faqs{id},DELETE,GameManagement,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
3c52253b,endpoint,/api/v1/games/{gameId}/rule-conflict-faqs{id},PUT,GameManagement,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
b57adea9,endpoint,/api/v1/games/{gameId}/rule-conflict-faqspattern/{pattern},GET,GameManagement,user,L1,⬜ non coperto,,
6b7d16b8,endpoint,/api/v1/games/{gameId}/rulespec/versions/timeline,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 404 · utente 403 — endpoint destinato all'utente ma risponde 403,
a971e07b,endpoint,/api/v1/games/{gameId}/sessions/active,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
554c7c35,endpoint,/api/v1/games/{id},GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
011b0754,endpoint,/api/v1/games/{id}/agents,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
1b704e6f,endpoint,/api/v1/games/{id}/details,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
b60431d7,endpoint,/api/v1/games/{id}/leaderboard,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
9b2a9dda,endpoint,/api/v1/games/{id}/rules,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
3b5ac933,endpoint,/api/v1/games/{id}/sessions,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
4b09f66f,endpoint,/api/v1/games/{id}/similar,GET,GameManagement,user,L2,⚠️ finding da aprire,admin 500 · utente 500 — endpoint destinato all'utente ma risponde 500,
232794e1,endpoint,/api/v1/games/upload-image,POST,GameManagement,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,auth non dedotta: leggere il codice
c9d9bf30,endpoint,/api/v1/private-games,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
66ae3273,endpoint,/api/v1/private-games,POST,GameManagement,user,L1,⚠️ finding da aprire,errore server: 500,
30192d8d,endpoint,/api/v1/private-games/{id:guid},DELETE,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
2a235e89,endpoint,/api/v1/private-games/{id:guid},GET,GameManagement,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
cd1429fa,endpoint,/api/v1/private-games/{id:guid},PUT,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
aeee7b6f,endpoint,/api/v1/private-games/{id:guid}/kb-status,GET,GameManagement,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
881f5dde,endpoint,/api/v1/private-games/{id:guid}/link-agent/{agentId:guid},POST,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
f54649b6,endpoint,/api/v1/private-games/{id:guid}/unlink-agent,DELETE,GameManagement,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
ec4b1fdb,endpoint,/api/v1/rulespecs/{gameId}/{version}/comments,GET,GameManagement,user,L1,⬜ non coperto,,
9fc07ac8,endpoint,/api/v1/rulespecs/{gameId}/{version}/comments,POST,GameManagement,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
21b86942,endpoint,/api/v1/rulespecs/{gameId}/{version}/lines/{lineNumber}/comments,GET,GameManagement,user,L1,⬜ non coperto,,
a000ac97,endpoint,/api/v1/rulespecs/bulk/export,POST,GameManagement,user,L1,🚫 non eseguito (irreversibile),operazione irreversibile o con effetti esterni: contiene  bulk ,auth non dedotta: leggere il codice
a1156c97,endpoint,/api/v1/wizard/game-preview/{gameId:guid},GET,GameManagement,user,L2,⚠️ finding da aprire,admin 500 · utente 500 — endpoint destinato all'utente ma risponde 500,
1634fdaf,route,/admin/content,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
8810fe3e,route,/admin/content/email-templates,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
0419a831,route,/admin/games/[gameId]/agent/test,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: gameId
1a5a4fdf,route,/admin/games/[gameId]/phases,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: gameId
ef60de24,route,/admin/games/[gameId]/processing,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: gameId
edf80437,route,/admin/games/new,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
a78c83a6,route,/editor,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
92b14b2f,route,/editor,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
b45e925e,route,/editor/agent-proposals,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
92be7d18,route,/editor/agent-proposals,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
c95c15f9,route,/editor/agent-proposals/[id]/edit,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: id
fcba07ea,route,/editor/agent-proposals/[id]/edit,GET,GameManagement,user,L1,✅ verificato,HTTP 200,param: id
1b7b6364,route,/editor/agent-proposals/[id]/test,GET,GameManagement,admin,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/admin/agent-definitions/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://lo,param: id
bf8d5938,route,/editor/agent-proposals/[id]/test,GET,GameManagement,user,L1,⚠️ finding da triagare,HTTP 200 · 403 http://localhost:3000/api/v1/admin/agent-definitions/1353c2bb-cee9-4175-a990-24569e7f791e · 403 http://lo,param: id
4230cf7d,route,/editor/agent-proposals/create,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
468ad9bf,route,/editor/agent-proposals/create,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
5cf27241,route,/gamebook,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
cdd4e721,route,/gamebook,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
d945f315,route,/gamebook/upload,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
2f995334,route,/gamebook/upload,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
c43c7323,route,/games,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
37a4378d,route,/games,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
d7105a99,route,/games/[id],GET,GameManagement,admin,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/private-games/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://localhost:30,param: id
00259cd8,route,/games/[id],GET,GameManagement,user,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/library/games/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://localhost:30,param: id
f19a7c40,route,/games/[id]/card,GET,GameManagement,admin,L1,⚠️ finding da aprire,HTTP 200 · marker: not-found · 404 http://localhost:3000/api/v1/games/1353c2bb-cee9-4175-a990-24569e7f791e/card · Failed,param: id
a3a8cd48,route,/games/[id]/card,GET,GameManagement,user,L1,⚠️ finding da aprire,HTTP 200 · marker: not-found · 404 http://localhost:3000/api/v1/games/1353c2bb-cee9-4175-a990-24569e7f791e/card · Failed,param: id
9cf201bc,route,/games/[id]/faqs,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: id
7fcf1ad2,route,/games/[id]/faqs,GET,GameManagement,user,L1,✅ verificato,HTTP 200,param: id
42d69076,route,/games/[id]/rules,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: id
727efbf1,route,/games/[id]/rules,GET,GameManagement,user,L1,✅ verificato,HTTP 200,param: id
09b4d385,route,/games/[id]/sessions,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,param: id
1edf35fb,route,/games/[id]/sessions,GET,GameManagement,user,L1,✅ verificato,HTTP 200,param: id
f7776df9,route,/hub,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
128e8523,route,/hub,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
7904ab76,route,/hub/agents,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
30f4778b,route,/hub/agents,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
ab5c661d,route,/hub/games/[id],GET,GameManagement,admin,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/private-games/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://localhost:30,param: id
af787ba6,route,/hub/games/[id],GET,GameManagement,user,L1,⚠️ finding da triagare,HTTP 200 · 404 http://localhost:3000/api/v1/library/games/1353c2bb-cee9-4175-a990-24569e7f791e · 404 http://localhost:30,param: id
c103c95e,route,/hub/toolkits,GET,GameManagement,admin,L1,✅ verificato,HTTP 200,
d69e0e75,route,/hub/toolkits,GET,GameManagement,user,L1,✅ verificato,HTTP 200,
ce397fca,endpoint,/api/v1/toolbox-templates/,GET,GameToolbox,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
4d2a12d7,endpoint,/api/v1/toolbox-templates/{templateId:guid}/apply,POST,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
4c38da0b,endpoint,/api/v1/toolboxes/,POST,GameToolbox,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
2026fb25,endpoint,/api/v1/toolboxes/{id:guid},GET,GameToolbox,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
6fbc6c01,endpoint,/api/v1/toolboxes/{id:guid}/card-decks,POST,GameToolbox,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
dd98b4f7,endpoint,/api/v1/toolboxes/{id:guid}/card-decks/{deckId:guid}/draw,POST,GameToolbox,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
5bbcbd71,endpoint,/api/v1/toolboxes/{id:guid}/card-decks/{deckId:guid}/reset,POST,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
a512c2e8,endpoint,/api/v1/toolboxes/{id:guid}/card-decks/{deckId:guid}/shuffle,POST,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
861078ed,endpoint,/api/v1/toolboxes/{id:guid}/mode,PUT,GameToolbox,user,L1,✅ verificato,400: validazione attiva  endpoint raggiungibile,
15405c70,endpoint,/api/v1/toolboxes/{id:guid}/phases,POST,GameToolbox,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
1abb079e,endpoint,/api/v1/toolboxes/{id:guid}/phases/{phaseId:guid},DELETE,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
30308a1b,endpoint,/api/v1/toolboxes/{id:guid}/phases/advance,POST,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
283dcefc,endpoint,/api/v1/toolboxes/{id:guid}/phases/reorder,PUT,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
c05f9ece,endpoint,/api/v1/toolboxes/{id:guid}/shared-context,PUT,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
e855cd8a,endpoint,/api/v1/toolboxes/{id:guid}/tools,POST,GameToolbox,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
6dbad9fa,endpoint,/api/v1/toolboxes/{id:guid}/tools/{toolId:guid},DELETE,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
c75a1265,endpoint,/api/v1/toolboxes/{id:guid}/tools/reorder,PUT,GameToolbox,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
b6dc815f,endpoint,/api/v1/toolboxes/available-tools,GET,GameToolbox,user,L2,✅ verificato,admin 200 · utente 200 — endpoint self-service,
e7e7fe4e,endpoint,/api/v1/toolboxes/by-game/{gameId:guid},GET,GameToolbox,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
96eacd65,endpoint,/api/v1/game-toolkits/,POST,GameToolkit,user,L2,✅ verificato,201; toolkit creato e leggibile via GET,
2b781ffb,endpoint,/api/v1/game-toolkits/{id:guid},GET,GameToolkit,user,L2,✅ verificato,admin 404 · utente 404 — self-service  risorsa assente,
2c43614c,endpoint,/api/v1/game-toolkits/{id:guid},PUT,GameToolkit,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
d2960aa0,endpoint,/api/v1/game-toolkits/{id:guid}/apply-ai-suggestion,POST,GameToolkit,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
37d1aaf1,endpoint,/api/v1/game-toolkits/{id:guid}/approve,POST,GameToolkit,admin,L1,✅ verificato,404 su risorsa inesistente: gestito,
2bc19564,endpoint,/api/v1/game-toolkits/{id:guid}/card-tools,POST,GameToolkit,user,L1,✅ verificato,422: validazione attiva  endpoint raggiungibile,
6018bc50,endpoint,/api/v1/game-toolkits/{id:guid}/card-tools/{toolName},DELETE,GameToolkit,user,L1,✅ verificato,404 su risorsa inesistente: gestito,
