"Project","File","Line","Column","Code","Category","Message"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\Indexing\OptimizedVectorIndexService.cs","117","50","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task OptimizedVectorIndexService.UpdateCollectionConfigurationAsync(string collectionName, HnswConfiguration hnswConfig, QuantizationConfiguration quantizationConfig, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'hnswConfig' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\Indexing\OptimizedVectorIndexService.cs","118","66","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task OptimizedVectorIndexService.UpdateCollectionConfigurationAsync(string collectionName, HnswConfiguration hnswConfig, QuantizationConfiguration quantizationConfig, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'quantizationConfig' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationHelpers.cs","21","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'T ValidationHelpers.ThrowIfFailure<T>(Result<T> result)' convalidare il parametro 'result' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationHelpers.cs","40","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'T ValidationHelpers.ThrowIfFailure<T>(Result<T> result, string fieldName)' convalidare il parametro 'result' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","339","54","MA0051","Other","Method is too long (95 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","249","63","S1172","Other","Remove this unused method parameter '_'. (https://rules.sonarsource.com/csharp/RSPEC-1172)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","277","9","CA1031","CodeAnalysis","Modificare 'DecrementUploadCountAsync' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","73","9","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","74","9","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\Verify2FAQueryHandler.cs","54","9","CA1031","CodeAnalysis","Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"] validators)' convalidare il parametro 'validators' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationHelpers.cs","82","35","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Result<T> ValidationHelpers.Validate<T>(T value, params Func<T, Result<T>>"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","72","56","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task ShareLinkRepository.AddAsync(ShareLink entity, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'entity' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"] results)' convalidare il parametro 'results' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) [D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\SharedKernel\Domain\Validation\ValidationHelpers.cs","57","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Result<T> ValidationHelpers.CombineResults<T>(params Result<T>"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\ValueObjects\FileSize.cs","140","64","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'FileSize.implicit operator long(FileSize fileSize)' convalidare il parametro 'fileSize' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","129","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<EnhancedExtractionResult> EnhancedPdfProcessingOrchestrator.ExtractTextWithFallbackAsync(Stream pdfStream, bool enableOcrFallback = true, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'pdfStream' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Queries\Verify2FAQueryHandler.cs","32","55","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<Verify2FAResult> Verify2FAQueryHandler.Handle(Verify2FAQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\StringHelper.cs","41","55","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'string StringHelper.Truncate(string? text, int maxLength, string ellipsis = ""..."")' convalidare il parametro 'ellipsis' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Entities\DocumentCollection.cs","160","36","MA0006","Other","Use string.Equals instead of Equals operator (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0006.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\ValueObjects\Version.cs","72","22","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'int Version.CompareTo(Version other)' convalidare il parametro 'other' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","443","52","MA0051","Other","Method is too long (80 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","79","30","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","92","9","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\UserProfile\ChangePasswordCommandHandler.cs","30","39","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task ChangePasswordCommandHandler.Handle(ChangePasswordCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Domain\Services\PdfValidationDomainService.cs","35","14","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'ValidationResult PdfValidationDomainService.ValidateFileSize(FileSize fileSize)' convalidare il parametro 'fileSize' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","97","30","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","101","13","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Extensions\ObservabilityServiceExtensions.cs","19","43","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'IServiceCollection ObservabilityServiceExtensions.AddObservabilityServices(IServiceCollection services, IConfiguration configuration, IWebHostEnvironment environment)' convalidare il parametro 'configuration' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","97","81","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task ShareLinkRepository.DeleteAsync(ShareLink entity, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'entity' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Commands\BulkRoleChangeCommand.cs","12","5","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\ValueObjects\Version.cs","91","64","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Version.implicit operator string(Version version)' convalidare il parametro 'version' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","308","73","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<PdfUploadQuotaInfo> PdfUploadQuotaService.GetQuotaInfoAsync(Guid userId, UserTier userTier, Role userRole, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'userTier' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","290","13","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<PdfUploadQuotaInfo> PdfUploadQuotaService.GetQuotaInfoAsync(Guid userId, UserTier userTier, Role userRole, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'userRole' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","337","96","S1172","Other","Remove this unused method parameter '_'. (https://rules.sonarsource.com/csharp/RSPEC-1172)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","79","81","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task ShareLinkRepository.UpdateAsync(ShareLink entity, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'entity' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\TwoFactorEnabledEventHandler.cs","16","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs","44","5","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs","45","5","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Infrastructure\Repositories\ShareLinkRepository.cs","107","16","MA0004","Other","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs","28","5","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Commands\BulkPasswordResetCommand.cs","12","5","MA0016","Other","Prefer using collection abstraction instead of implementation (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0016.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Enable2FACommandHandler.cs","45","9","CA1031","CodeAnalysis","Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Enable2FACommandHandler.cs","29","66","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'Task<Enable2FAResult> Enable2FACommandHandler.Handle(Enable2FACommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\EventHandlers\TwoFactorDisabledEventHandler.cs","23","17","S6672","Other","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Services\PdfUploadQuotaService.cs","356","84","S1172","Other","Remove this unused method parameter '_'. (https://rules.sonarsource.com/csharp/RSPEC-1172)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","60","16","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleException<TResponse>(Exception exception, ILogger logger, Action<ILogger, Exception> logAction, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Func<TResponse> errorResponseFactory)' convalidare il parametro 'errorResponseFactory' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","50","9","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleException<TResponse>(Exception exception, ILogger logger, Action<ILogger, Exception> logAction, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Func<TResponse> errorResponseFactory)' convalidare il parametro 'stopwatch' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","44","43","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleException<TResponse>(Exception exception, ILogger logger, Action<ILogger, Exception> logAction, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Func<TResponse> errorResponseFactory)' convalidare il parametro 'exception' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\RagExceptionHandler.cs","38","9","CA1062","CodeAnalysis","Nel metodo visibile esternamente 'TResponse RagExceptionHandler.HandleException<TResponse>(Exception exception, ILogger logger, Action<ILogger, Exception> logAction, string gameId, string operation, Activity? activity, Stopwatch stopwatch, Func<TResponse> errorResponseFactory)' convalidare il parametro 'logAction' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Services\EditorLockService.cs","283","34","MA0132","Other","Do not convert implicitly to DateTimeOffset (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0132.md)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Services\EnhancedPdfProcessingOrchestrator.cs","520","9","CA1031","CodeAnalysis","Modificare 'TryExtractPagedWithStage' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Api.csproj","D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\TwoFactor\Disable2FACommandHandler.cs","38","9","CA1031","CodeAnalysis","Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)"
