"FilePath","WarningCount","Rules","SampleMessages","FirstSeen"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Secrets\InfisicalSecretsClient.cs","44","CA1031;CA1062;MA0004;MA0048;S2139;S6667","File name must match type name (record InfisicalAuthResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecretResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecret) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)","2025-12-13T19:34:35.4642806+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251212173331_AddShareLinksTable.cs","6","CA1062;MA0048","File name must match type name (class AddShareLinksTable) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || Nel metodo visibile esternamente 'void AddShareLinksTable.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddShareLinksTable.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4742086+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Infrastructure\Persistence\GameRepository.cs","6","CA1062","Nel metodo visibile esternamente 'Task GameRepository.AddAsync(Game game, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'game' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task GameRepository.UpdateAsync(Game game, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'game' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task GameRepository.DeleteAsync(Game game, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'game' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4114887+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\EmbeddingProviders\Providers\HuggingFaceEmbeddingProvider.cs","6","CA1031;MA0051;S3267","Method is too long (67 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Loops should be simplified using the ""Where"" LINQ method (https://rules.sonarsource.com/csharp/RSPEC-3267) || Modificare 'ParseEmbeddingsResponse' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031)","2025-12-13T19:34:35.4395741+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Handlers\AlertRules\CreateAlertRuleCommandHandler.cs","6","CA1062;MA0004;S927","Rename parameter 'ct' to 'cancellationToken' to match the interface declaration. (https://rules.sonarsource.com/csharp/RSPEC-927) || Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md) || Nel metodo visibile esternamente 'Task<Guid> CreateAlertRuleCommandHandler.Handle(CreateAlertRuleCommand request, CancellationToken ct)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3289981+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251211215636_AddAdminReportsAndExecutions.cs","6","CA1062;MA0048","File name must match type name (class AddAdminReportsAndExecutions) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || Nel metodo visibile esternamente 'void AddAdminReportsAndExecutions.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddAdminReportsAndExecutions.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4729991+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251211140833_AddApiKeyUsageTracking.cs","6","CA1062;MA0048","File name must match type name (class AddApiKeyUsageTracking) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || Nel metodo visibile esternamente 'void AddApiKeyUsageTracking.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddApiKeyUsageTracking.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4727806+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Handlers\AlertRules\DeleteAlertRuleCommandHandler.cs","6","CA1062;MA0004;S927","Rename parameter 'ct' to 'cancellationToken' to match the interface declaration. (https://rules.sonarsource.com/csharp/RSPEC-927) || Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md) || Nel metodo visibile esternamente 'Task<Unit> DeleteAlertRuleCommandHandler.Handle(DeleteAlertRuleCommand request, CancellationToken ct)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3293208+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Persistence\PdfDocumentRepository.cs","6","CA1062","Nel metodo visibile esternamente 'Task PdfDocumentRepository.AddAsync(PdfDocument document, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'document' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task PdfDocumentRepository.DeleteAsync(PdfDocument document, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'document' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task PdfDocumentRepository.UpdateAsync(PdfDocument document, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'document' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3983376+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Helpers\ConfigurationHelper.cs","6","MA0051;S125","Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125) || Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125) || Method is too long (74 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)","2025-12-13T19:34:35.4557347+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Handlers\AlertRules\GetAlertRuleByIdQueryHandler.cs","6","CA1062;MA0004;S927","Rename parameter 'ct' to 'cancellationToken' to match the interface declaration. (https://rules.sonarsource.com/csharp/RSPEC-927) || Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md) || Nel metodo visibile esternamente 'Task<AlertRuleDto?> GetAlertRuleByIdQueryHandler.Handle(GetAlertRuleByIdQuery request, CancellationToken ct)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3299279+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\RagEvaluationService.cs","6","MA0051","Method is too long (65 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Method is too long (109 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Method is too long (114 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md)","2025-12-13T19:34:35.4945638+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\CreateShareLink\CreateShareLinkCommandHandler.cs","6","CA1062;MA0004","Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md) || Use Task.ConfigureAwait(false) if the current SynchronizationContext is not needed (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0004.md) || Nel metodo visibile esternamente 'Task<CreateShareLinkResult> CreateShareLinkCommandHandler.Handle(CreateShareLinkCommand request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3681657+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\SecretsHelper.cs","6","CA1062;MA0051","Method is too long (64 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Nel metodo visibile esternamente 'string? SecretsHelper.GetSecretOrValue(IConfiguration config, string key, ILogger? logger = null, bool required = true)' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'string SecretsHelper.BuildPostgresConnectionString(IConfiguration config, ILogger? logger = null)' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4645959+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Logging\LogForgingSanitizationPolicy.cs","6","CA1062;MA0051","Nel metodo visibile esternamente 'void LogForgingSanitizationEnricher.Enrich(LogEvent logEvent, ILogEventPropertyFactory propertyFactory)' convalidare il parametro 'logEvent' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Method is too long (121 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Nel metodo visibile esternamente 'bool LogForgingSanitizationPolicy.TryDestructure(object value, ILogEventPropertyValueFactory propertyValueFactory, out LogEventPropertyValue result)' convalidare il parametro 'propertyValueFactory' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4653727+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251203172032_AddItalianFTSConfiguration.cs","6","CA1062;MA0051","Method is too long (93 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Nel metodo visibile esternamente 'void AddItalianFTSConfiguration.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddItalianFTSConfiguration.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4721353+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\Sessions\RevokeSessionCommandHandler.cs","6","CA1031;CA1062;MA0051","Method is too long (61 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031) || Nel metodo visibile esternamente 'Task<RevokeSessionResponse> RevokeSessionCommandHandler.Handle(RevokeSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3712191+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Routing\FeatureFlagEndpoints.cs","6","MA0051;S1481","Method is too long (187 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Remove the unused local variable 'session'. (https://rules.sonarsource.com/csharp/RSPEC-1481) || Remove the unused local variable 'session'. (https://rules.sonarsource.com/csharp/RSPEC-1481)","2025-12-13T19:34:35.4792182+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\Services\MoveValidationDomainService.cs","6","MA0051;S2325","Make 'BuildSearchTerms' a static method. (https://rules.sonarsource.com/csharp/RSPEC-2325) || Method is too long (79 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Make 'CalculateConfidence' a static method. (https://rules.sonarsource.com/csharp/RSPEC-2325)","2025-12-13T19:34:35.4090095+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251203043652_AddChunkedUploadSessions.cs","6","CA1062;MA0051","Method is too long (69 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Nel metodo visibile esternamente 'void AddChunkedUploadSessions.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddChunkedUploadSessions.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4719397+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\PasswordReset\RequestPasswordResetCommandHandler.cs","6","CA1031;CA1062;S6667","Logging in a catch clause should pass the caught exception as a parameter. (https://rules.sonarsource.com/csharp/RSPEC-6667) || Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031) || Nel metodo visibile esternamente 'Task<RequestPasswordResetResult> RequestPasswordResetCommandHandler.Handle(RequestPasswordResetCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3696681+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Infrastructure\Persistence\ChunkedUploadSessionRepository.cs","6","CA1062","Nel metodo visibile esternamente 'Task ChunkedUploadSessionRepository.AddAsync(ChunkedUploadSession session, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'session' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task ChunkedUploadSessionRepository.DeleteAsync(ChunkedUploadSession session, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'session' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task ChunkedUploadSessionRepository.UpdateAsync(ChunkedUploadSession session, CancellationToken cancellationToken = default(CancellationToken))' convalidare il parametro 'session' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3974163+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Migrations\20251212064546_AddEmailRecipientsToAdminReports.cs","6","CA1062;MA0048","File name must match type name (class AddEmailRecipientsToAdminReports) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || Nel metodo visibile esternamente 'void AddEmailRecipientsToAdminReports.Up(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'void AddEmailRecipientsToAdminReports.Down(MigrationBuilder migrationBuilder)' convalidare il parametro 'migrationBuilder' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4731946+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\OAuth\UnlinkOAuthAccountCommandHandler.cs","6","CA1031;CA1062;MA0051","Method is too long (73 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031) || Nel metodo visibile esternamente 'Task<UnlinkOAuthAccountResult> UnlinkOAuthAccountCommandHandler.Handle(UnlinkOAuthAccountCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3694817+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Handlers\ActivatePromptVersionCommandHandler.cs","6","CA1062;MA0051;S125","Remove this commented out code. (https://rules.sonarsource.com/csharp/RSPEC-125) || Method is too long (148 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Nel metodo visibile esternamente 'Task<PromptVersionDto> ActivatePromptVersionCommandHandler.Handle(ActivatePromptVersionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3279363+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\KnowledgeBase\Infrastructure\Persistence\Chunking\InMemoryChunkRepository.cs","6","CA1062","Nel metodo visibile esternamente 'Task<List<HierarchicalChunk>> InMemoryChunkRepository.GetByIdsAsync(IEnumerable<string> ids, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'ids' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task InMemoryChunkRepository.SaveAsync(HierarchicalChunk chunk, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'chunk' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task InMemoryChunkRepository.SaveBatchAsync(List<HierarchicalChunk> chunks, CancellationToken ct = default(CancellationToken))' convalidare il parametro 'chunks' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4419162+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Authentication\Application\Commands\OAuth\InitiateOAuthLoginCommandHandler.cs","6","CA1031;CA1062;MA0051","Method is too long (71 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Modificare 'Handle' in modo da rilevare un tipo di eccezione consentito pi├╣ specifico o generare di nuovo l'eccezione (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1031) || Nel metodo visibile esternamente 'Task<InitiateOAuthLoginResult> InitiateOAuthLoginCommandHandler.Handle(InitiateOAuthLoginCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3690324+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\Administration\Application\Handlers\AlertConfiguration\GetAlertConfigurationQueryHandler.cs","6","CA1062;S6608;S927","Rename parameter 'ct' to 'cancellationToken' to match the interface declaration. (https://rules.sonarsource.com/csharp/RSPEC-927) || Indexing at 0 should be used instead of the ""Enumerable"" extension method ""First"" (https://rules.sonarsource.com/csharp/RSPEC-6608) || Nel metodo visibile esternamente 'Task<AlertConfigurationDto> GetAlertConfigurationQueryHandler.Handle(GetAlertConfigurationQuery request, CancellationToken ct)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3282075+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Services\RateLimitService.cs","6","CA1062;MA0051;S1172","Nel metodo visibile esternamente 'RateLimitService.RateLimitService(IConnectionMultiplexer redis, ILogger<RateLimitService> logger, IOptions<RateLimitConfiguration> config, IWebHostEnvironment environment, TimeProvider? timeProvider = null, IConfigurationService? configService = null, IConfiguration? fallbackConfig = null)' convalidare il parametro 'config' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Method is too long (92 lines; maximum allowed: 60) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0051.md) || Remove this unused method parameter '_'. (https://rules.sonarsource.com/csharp/RSPEC-1172)","2025-12-13T19:34:35.4951285+01:00"
